,hora,temp_inst,umid_inst,pto_orvalho_inst,pressao,vento_rajada,radiacao,precipitacao,diff_temp,diff_umid,diff_dew,diff_pressure,diff_wind,vento_vel
424,15,29.9,60,21.4,1012.3,7.2,1866.0,0.0,1.1000000000000014,11,2.6000000000000014,0.8000000000000682,3.8,123
425,16,30.2,60,21.6,1011.4,7.1,2235.0,0.0,0.8000000000000007,6,1.6999999999999993,0.8999999999999773,3.8,111
426,17,30.5,61,22.0,1010.6,7.9,2003.0,0.0,1.0,6,1.6999999999999993,0.7999999999999545,5.1000000000000005,99
427,18,30.0,63,22.2,1010.3,7.7,1683.0,0.0,0.8000000000000007,5,1.099999999999998,0.3999999999999773,5.0,91
428,19,29.1,68,22.6,1010.2,7.0,1274.0,0.0,1.3999999999999986,7,0.8000000000000007,0.09999999999990904,4.1,95
429,20,27.8,73,22.6,1010.5,6.4,630.8,0.0,1.3000000000000007,8,1.1000000000000014,0.3999999999999773,3.8,106
430,21,26.5,80,22.9,1010.8,5.5,79.42,0.0,1.3000000000000007,7,0.3999999999999986,0.2999999999999545,3.7,102
431,22,26.4,82,23.0,1011.3,4.4,-3.34,0.0,0.4000000000000021,2,0.3000000000000007,0.5,3.3000000000000003,120
432,11,26.7,74,21.7,1013.1,5.2,881.7,0.0,1.5,11,1.0,0.6000000000000227,2.9000000000000004,174
433,0,25.7,82,22.5,1012.7,4.4,-3.3,0.0,0.7999999999999972,2,0.3999999999999986,0.6000000000000227,3.6000000000000005,120
434,1,24.9,87,22.5,1012.8,2.6,-3.52,0.0,0.8000000000000007,5,0.4000000000000021,0.1999999999999318,2.3000000000000003,126
435,2,24.9,89,23.0,1012.8,1.4,-1.78,0.0,0.2999999999999972,2,0.5,0.1999999999999318,1.4,221
436,3,24.8,89,22.8,1012.4,1.2,-1.43,0.0,0.3000000000000007,0,0.4000000000000021,0.3999999999999773,1.1,185
437,4,25.2,89,23.2,1011.8,5.2,-2.09,0.0,0.5999999999999979,1,0.6000000000000014,0.6000000000000227,4.7,150
438,5,25.6,84,22.7,1011.2,3.2,-2.36,0.0,0.6999999999999993,5,0.5,0.5999999999999089,2.0,139
439,6,24.5,88,22.4,1011.1,3.2,-2.67,0.0,1.1000000000000014,4,0.3999999999999986,0.10000000000002274,2.9000000000000004,176
440,7,24.5,90,22.7,1011.4,2.3,-0.33,0.8,0.20000000000000284,2,0.4000000000000021,0.3999999999999773,2.1,189
441,8,24.1,90,22.3,1011.6,3.9,-1.89,0.0,0.5,1,0.3999999999999986,0.20000000000004547,2.3,173
442,9,23.7,90,21.9,1011.9,4.3,5.424,0.2,0.4000000000000021,0,0.5,0.2999999999999545,3.3,173
443,10,25.2,83,22.1,1012.5,4.0,270.2,0.0,1.599999999999998,7,0.5,0.6000000000000227,2.2,157
444,12,28.4,70,22.4,1013.4,7.6,1334.0,0.0,1.6999999999999993,6,1.3000000000000007,0.2999999999999545,5.0,169
445,13,29.6,64,21.9,1013.2,8.2,1794.0,0.0,1.7000000000000028,9,1.5,0.1999999999999318,4.799999999999999,178
446,14,29.6,60,21.0,1012.9,8.2,1925.0,0.0,1.8000000000000007,8,2.5,0.3000000000000682,5.199999999999998,145
447,15,30.4,55,20.2,1012.1,7.5,2092.0,0.0,1.6999999999999993,8,1.8999999999999984,0.7999999999999545,4.6,139
448,16,30.4,60,21.6,1011.4,6.6,1819.0,0.0,2.1000000000000014,9,2.1999999999999997,0.7000000000000455,3.9,114
449,17,30.9,60,22.1,1010.9,6.1,1737.0,0.0,2.1000000000000014,9,1.8000000000000007,0.5,3.7,93
450,18,30.9,59,22.1,1010.3,5.5,1728.0,0.0,0.8000000000000007,4,1.3000000000000007,0.6000000000000227,3.5,73
451,19,29.6,63,21.9,1010.2,5.0,1321.0,0.0,1.5,5,1.1000000000000014,0.1999999999999318,2.5,83
452,20,28.7,67,22.0,1010.2,5.4,699.4,0.0,0.9000000000000021,5,0.7999999999999972,0.10000000000002274,4.1000000000000005,82
453,21,26.9,77,22.5,1010.7,4.3,83.09,0.0,2.1999999999999997,10,0.6000000000000014,0.5,3.4,83
454,22,26.1,80,22.4,1011.2,3.5,-3.54,0.0,0.7999999999999972,3,0.3000000000000007,0.5,2.3,102
455,23,25.2,85,22.5,1011.7,2.5,-3.54,0.0,0.9000000000000021,5,0.1999999999999993,0.5,2.5,197
456,11,26.1,67,19.4,1013.5,7.5,906.8,0.0,1.5,11,1.0,0.7000000000000455,4.4,152
457,0,24.7,88,22.7,1012.0,1.3,-3.48,0.0,0.5999999999999979,3,0.6000000000000014,0.3999999999999773,1.3,167
458,1,24.5,90,22.7,1012.5,1.1,-3.14,0.0,0.5,2,0.3999999999999986,0.5,1.0,172
459,2,24.2,91,22.6,1012.5,0.9,-2.7,0.0,0.3000000000000007,1,0.3000000000000007,0.20000000000004547,0.9,184
460,3,24.5,91,22.8,1012.3,1.4,-2.09,0.0,0.3999999999999986,1,0.3000000000000007,0.20000000000004547,0.7,192
461,4,24.6,89,22.6,1012.0,2.4,-1.6,0.0,0.6999999999999993,3,0.6999999999999993,0.3999999999999773,1.9,170
462,5,24.7,90,23.0,1011.5,1.9,-1.68,0.0,0.3000000000000007,1,0.5,0.5,0.8999999999999999,189
463,6,24.3,90,22.6,1011.3,2.4,-0.86,0.0,0.6999999999999993,1,0.6000000000000014,0.20000000000004547,2.1,159
464,7,23.8,91,22.2,1011.4,1.3,-2.33,0.0,0.5999999999999979,1,0.5,0.10000000000002274,1.0,170
465,8,23.6,91,22.1,1011.7,1.4,-2.14,0.0,0.3000000000000007,1,0.3000000000000007,0.3000000000000682,1.2,201
466,9,23.2,91,21.7,1012.3,1.8,5.441,0.0,0.5,1,0.5,0.5999999999999089,0.8,189
467,10,24.6,77,20.3,1012.8,5.8,255.9,0.0,1.5,15,1.8000000000000007,0.5999999999999089,3.1,162
468,12,27.8,66,20.8,1013.5,7.8,1291.0,0.0,1.6999999999999993,4,1.400000000000002,0.20000000000004547,4.8,162
469,13,28.8,57,19.5,1013.4,9.1,1890.0,0.0,1.1000000000000014,8,1.3000000000000007,0.10000000000002274,5.9,149
470,14,29.3,55,19.5,1012.8,8.0,2105.0,0.0,1.1999999999999993,5,1.3999999999999986,0.6000000000000227,4.4,152
471,15,30.2,55,20.2,1012.2,8.2,2099.0,0.0,1.5,5,1.5,0.5999999999999089,4.799999999999999,140
472,16,30.3,51,19.1,1011.5,8.9,1982.0,0.0,1.1000000000000014,5,1.6999999999999993,0.7000000000000455,5.6000000000000005,125
473,17,30.8,53,20.1,1010.9,8.9,1690.0,0.0,1.3999999999999986,8,2.0,0.6000000000000227,5.0,104
474,18,29.4,60,20.9,1011.0,9.9,1699.0,0.0,1.5,9,1.400000000000002,0.10000000000002274,5.5,95
475,19,28.9,65,21.6,1011.3,9.9,1327.0,0.0,0.8000000000000007,6,1.0,0.2999999999999545,6.4,103
476,20,27.8,70,21.8,1011.6,8.2,702.8,0.0,1.099999999999998,6,0.5,0.3000000000000682,4.999999999999999,105
477,21,26.9,75,22.2,1012.0,6.8,84.25,0.0,0.9000000000000021,6,0.5,0.3999999999999773,4.6,102
478,22,26.5,78,22.4,1012.2,4.9,-3.54,0.0,0.3999999999999986,3,0.3999999999999986,0.3999999999999773,3.4000000000000004,100
479,23,26.4,79,22.6,1012.7,4.1,-3.54,0.0,0.3000000000000007,2,0.3000000000000007,0.5,2.6,104
480,21,27.2,76,22.5,1012.2,6.4,83.59,0.0,1.2999999999999972,8,0.5,0.10000000000002274,4.0,114
481,0,26.2,83,23.0,1013.1,4.4,-3.52,0.0,0.5,4,0.5,0.5,3.6000000000000005,125
482,1,26.4,81,22.8,1013.4,3.5,-3.29,0.0,0.3999999999999986,2,0.1999999999999993,0.2999999999999545,2.2,116
483,2,26.8,78,22.6,1013.6,5.2,-3.39,0.0,0.5,3,0.4000000000000021,0.3000000000000682,3.1,112
484,3,27.0,73,21.7,1013.4,7.3,-2.49,0.0,0.3000000000000007,5,1.0,0.20000000000004547,4.199999999999998,115
485,4,26.5,73,21.2,1013.1,6.6,-3.52,0.0,0.7000000000000028,2,0.5999999999999979,0.2999999999999545,4.199999999999998,124
486,5,25.8,74,20.9,1012.7,6.6,-3.52,0.0,0.6999999999999993,2,0.3999999999999986,0.3999999999999773,4.6,138
487,6,24.9,77,20.5,1012.5,6.2,-3.52,0.0,1.0,5,0.6999999999999993,0.20000000000004547,4.4,162
488,7,23.7,82,20.6,1012.7,4.6,-3.54,0.0,1.1999999999999993,6,0.1999999999999993,0.2999999999999545,2.6,172
489,8,23.3,77,19.1,1013.1,6.2,-3.54,0.0,0.3999999999999986,6,1.3999999999999986,0.3999999999999773,4.1,151
490,9,22.8,76,18.4,1013.6,6.4,2.47,0.0,0.5999999999999979,2,0.6999999999999993,0.5,3.9,166
491,10,23.7,72,18.3,1014.0,7.2,255.6,0.0,1.099999999999998,6,0.3000000000000007,0.3999999999999773,4.7,164
492,22,26.7,79,22.8,1012.5,5.5,-3.54,0.0,0.5999999999999979,3,0.3000000000000007,0.2999999999999545,3.9,112
493,23,26.5,81,23.0,1013.2,3.8,-3.54,0.0,0.3000000000000007,2,0.3000000000000007,0.7000000000000455,2.6,119
494,11,25.6,63,17.9,1014.5,7.7,914.4,0.0,2.1000000000000014,10,0.8000000000000007,0.6000000000000227,4.800000000000002,171
495,12,27.3,54,17.3,1014.5,7.7,1297.0,0.0,2.0,10,1.3000000000000007,0.20000000000004547,4.300000000000002,156
496,13,28.6,53,18.0,1014.4,8.1,1906.0,0.0,1.5,5,1.6000000000000014,0.20000000000004547,4.5,160
497,14,30.0,52,19.1,1014.0,10.1,2145.0,0.0,1.5,5,1.1999999999999993,0.3999999999999773,6.699999999999998,142
498,15,30.9,51,19.5,1013.1,10.6,2293.0,0.0,1.3999999999999986,5,1.3999999999999986,0.8999999999999773,7.3,142
499,16,30.5,50,19.0,1012.3,9.7,2067.0,0.0,0.9000000000000021,4,1.5,0.900000000000091,6.4,142
500,17,30.7,55,20.6,1011.6,10.1,1946.0,0.0,1.1000000000000014,6,1.2999999999999972,0.6999999999999318,6.699999999999998,104
501,18,30.4,60,21.7,1011.5,8.1,1600.0,0.0,1.099999999999998,5,1.1999999999999993,0.20000000000004547,5.0,104
502,19,29.7,62,21.7,1011.8,7.3,1303.0,0.0,0.9000000000000021,5,0.8999999999999986,0.2999999999999545,4.1,109
503,20,28.4,68,21.9,1012.1,7.5,690.9,0.0,1.5,7,0.7000000000000028,0.40000000000009095,4.8,107
504,12,27.5,56,18.0,1015.0,8.1,1181.0,0.0,2.6999999999999997,16,1.6999999999999993,0.20000000000004547,5.3,165
505,15,30.2,50,18.6,1013.9,9.4,2257.0,0.0,1.8000000000000007,8,1.5,0.5,5.7,139
506,14,29.1,55,19.1,1014.4,9.4,2094.0,0.0,1.1999999999999993,5,1.3999999999999986,0.5,5.6000000000000005,143
507,13,28.2,55,18.5,1014.9,9.0,1942.0,0.0,1.1999999999999993,4,1.3999999999999986,0.3000000000000682,5.2,139
508,16,31.1,47,18.3,1013.3,9.4,2289.0,0.0,1.400000000000002,8,1.5,0.6000000000000227,6.5,146
509,11,25.0,71,19.4,1015.2,6.0,613.8,0.0,1.6999999999999993,8,1.0,0.5,3.4,167
510,10,24.0,75,19.4,1014.7,5.3,180.6,0.0,0.6999999999999993,4,0.3000000000000007,0.7000000000000455,3.3,159
511,9,23.4,79,19.4,1014.0,3.9,1.978,0.0,0.1999999999999993,1,0.1999999999999993,0.3999999999999773,2.5,166
512,8,23.3,78,19.3,1013.7,5.2,-3.54,0.0,0.6999999999999993,1,0.5,0.7000000000000455,3.8,156
513,7,23.9,77,19.6,1013.0,5.6,-3.54,0.0,0.7000000000000028,11,2.1999999999999997,0.3999999999999773,3.3,176
514,6,24.4,85,21.7,1012.8,4.7,-3.5,0.0,0.5,4,0.6999999999999993,0.5999999999999089,2.7,179
515,5,24.2,89,22.2,1012.3,2.7,-3.53,0.0,0.9000000000000021,2,0.6999999999999993,0.7000000000000455,2.1,172
516,4,25.0,88,22.8,1013.0,2.7,-3.44,0.0,0.3999999999999986,1,0.3000000000000007,0.5,1.3000000000000005,198
517,3,25.4,87,23.1,1013.5,1.9,-3.49,0.0,0.3999999999999986,2,0.3999999999999986,0.2999999999999545,0.7,195
518,2,25.7,85,23.0,1013.8,3.1,-2.86,0.0,1.0,2,0.5,0.1999999999999318,2.5,185
519,1,26.5,83,23.3,1013.9,3.1,-3.11,0.0,0.1999999999999993,1,0.3999999999999986,0.3999999999999773,2.6,146
520,0,26.3,82,23.0,1013.6,3.3,-3.54,0.0,0.3000000000000007,2,0.3000000000000007,0.3999999999999773,2.2,115
521,23,25.6,80,21.8,1013.4,2.6,-3.37,0.0,1.1000000000000014,4,0.3999999999999986,0.6000000000000227,2.0,187
522,22,26.5,77,22.1,1012.8,4.0,-3.26,0.0,0.3999999999999986,5,0.8000000000000007,0.09999999999990904,3.1,134
523,21,26.7,72,21.2,1012.8,7.0,51.13,0.0,1.2999999999999972,10,1.1999999999999993,0.1999999999999318,5.4,109
524,20,27.9,62,20.0,1012.6,6.8,614.1,0.0,1.7000000000000028,6,1.1000000000000014,0.20000000000004547,4.199999999999998,115
525,19,29.6,59,20.6,1012.5,5.3,1316.0,0.0,0.6999999999999993,3,1.1000000000000014,0.3999999999999773,3.4,107
526,18,30.2,57,20.7,1012.1,8.1,1444.0,0.0,1.1999999999999993,12,3.6999999999999993,0.3999999999999773,5.3,111
527,17,30.4,49,18.4,1012.5,8.4,1830.0,0.0,1.1999999999999993,6,1.6999999999999993,0.7999999999999545,5.5,156
528,0,25.5,83,22.4,1013.8,1.6,-2.74,0.0,0.5,4,0.5999999999999979,0.3999999999999773,1.1,185
529,15,30.4,50,18.7,1012.5,8.1,2200.0,0.0,1.6000000000000014,7,1.599999999999998,0.6000000000000227,4.699999999999998,143
530,14,29.3,52,18.6,1013.1,8.1,2120.0,0.0,1.0,8,2.0,0.5,4.199999999999998,166
531,16,31.6,45,18.4,1011.5,7.8,2229.0,0.0,1.5,6,1.5,1.0,5.3,165
532,17,31.2,52,20.1,1010.6,6.5,1994.0,0.0,0.8999999999999986,8,2.200000000000003,0.8999999999999773,3.9,133
533,18,30.2,56,20.5,1010.4,7.5,1724.0,0.0,1.099999999999998,7,1.2000000000000028,0.3000000000000682,4.6,84
534,19,28.6,61,20.4,1010.6,6.8,1182.0,0.0,1.8000000000000007,6,0.8999999999999986,0.3000000000000682,3.9,102
535,20,28.0,64,20.6,1010.6,6.8,689.1,0.0,0.9000000000000021,4,0.6999999999999993,0.20000000000004547,3.8,93
536,21,26.8,72,21.3,1011.0,6.8,80.01,0.0,1.1999999999999993,8,0.6999999999999993,0.3999999999999773,4.4,92
537,22,26.5,76,22.1,1011.3,5.8,-3.54,0.0,0.4000000000000021,4,0.8000000000000007,0.2999999999999545,3.9,101
538,23,26.6,78,22.4,1012.1,5.7,-3.42,0.0,0.1999999999999993,2,0.6000000000000014,0.8000000000000682,3.3000000000000003,105
539,13,28.9,56,19.3,1013.6,8.3,1887.0,0.0,1.7999999999999972,10,1.3000000000000007,0.3999999999999773,4.9,171
540,12,27.2,64,19.9,1013.9,7.1,1272.0,0.0,1.099999999999998,4,1.0,0.3000000000000682,4.199999999999998,141
541,11,26.3,68,19.9,1014.0,6.0,879.0,0.0,1.900000000000002,11,0.9000000000000021,0.2999999999999545,2.9,184
542,10,24.4,77,20.2,1013.7,4.2,241.7,0.0,1.1999999999999993,5,0.6999999999999993,0.6000000000000227,2.6,186
543,9,23.2,82,19.9,1013.1,4.2,2.347,0.0,0.1999999999999993,4,0.8000000000000007,0.5,2.3000000000000003,175
544,8,23.2,86,20.7,1012.7,3.4,-3.53,0.0,0.4000000000000021,1,0.6000000000000014,0.3000000000000682,1.7999999999999998,192
545,7,23.6,86,21.1,1012.4,3.3,-3.54,0.0,1.1999999999999993,7,0.3000000000000007,0.10000000000002274,2.4,189
546,6,24.8,79,21.0,1012.4,6.1,-3.54,0.0,1.099999999999998,4,0.4000000000000021,0.20000000000004547,5.1,191
547,5,25.8,75,21.1,1012.6,6.8,-3.54,0.0,0.5,2,0.3999999999999986,0.7999999999999545,5.0,139
548,4,26.2,75,21.4,1013.4,6.0,-3.5,0.0,0.5,2,0.6000000000000014,0.3999999999999773,3.4,124
549,3,26.7,75,21.9,1013.8,5.8,-3.5,0.0,0.2999999999999972,5,0.9000000000000021,0.40000000000009095,3.6,119
550,2,26.6,80,22.8,1014.1,4.7,-3.29,0.0,0.3999999999999986,1,0.3000000000000007,0.10000000000002274,3.2,113
551,1,26.7,80,22.8,1014.1,3.4,-1.09,0.0,1.400000000000002,5,0.8000000000000007,0.3000000000000682,2.1,111
552,12,28.0,65,20.7,1012.3,8.7,1188.0,0.0,1.6000000000000014,9,0.8999999999999986,0.1999999999999318,5.6,134
553,14,29.9,55,19.9,1011.6,9.7,2246.0,0.0,1.3000000000000007,7,1.1999999999999993,0.6000000000000227,6.1,115
554,21,26.2,73,21.0,1009.2,6.9,88.67,0.0,1.1000000000000014,11,1.5,0.3000000000000682,4.4,99
555,20,27.3,62,19.4,1008.9,7.5,712.7,0.0,1.1999999999999993,7,1.2000000000000028,0.1999999999999318,4.4,115
556,19,28.4,58,19.2,1008.8,8.1,1321.0,0.0,0.9000000000000021,6,1.400000000000002,0.1999999999999318,5.0,109
557,18,29.2,54,19.0,1008.7,8.6,1717.0,0.0,0.6999999999999993,5,1.5,0.5999999999999089,5.0,113
558,17,29.7,54,19.2,1009.3,10.0,1943.0,0.0,0.8000000000000007,5,1.8999999999999984,0.8000000000000682,6.5,113
559,16,30.0,58,20.7,1010.1,9.5,2071.0,0.0,1.0,6,1.900000000000002,0.6999999999999318,5.7,104
560,15,29.7,56,20.0,1010.8,9.5,2341.0,0.0,0.8999999999999986,6,1.3999999999999986,0.8000000000000682,5.6,112
561,22,25.9,75,21.2,1009.7,6.6,-3.54,0.0,0.3000000000000007,2,0.3000000000000007,0.5,4.8,99
562,23,25.6,77,21.3,1010.1,4.1,-3.54,0.0,0.3999999999999986,3,0.3999999999999986,0.3999999999999773,3.0,91
563,0,26.0,79,22.1,1012.3,5.7,-3.54,0.0,0.7000000000000028,1,0.3999999999999986,0.2999999999999545,4.4,113
564,1,25.3,82,22.0,1012.2,3.7,-3.53,0.0,0.8999999999999986,4,0.3000000000000007,0.1999999999999318,3.2,169
565,2,24.5,87,22.1,1012.2,1.8,-3.53,0.0,0.9000000000000021,5,0.3999999999999986,0.10000000000002274,1.4,197
566,3,24.0,88,22.0,1011.8,1.4,-3.38,0.0,0.5,2,0.4000000000000021,0.40000000000009095,0.7,195
567,4,24.0,90,22.3,1011.5,1.8,-3.0,0.0,0.4000000000000021,2,0.5,0.2999999999999545,0.8,178
568,5,24.1,88,21.9,1011.0,2.4,-2.76,0.0,0.3000000000000007,2,0.5,0.5,1.4,176
569,6,24.2,88,22.0,1010.8,2.9,-3.0,0.0,0.4000000000000021,1,0.3000000000000007,0.20000000000004547,1.4,174
570,7,24.3,87,21.9,1010.7,4.0,-3.35,0.0,0.1999999999999993,1,0.3000000000000007,0.09999999999990904,2.5,173
571,8,23.9,86,21.5,1010.9,4.1,-3.53,0.0,0.5,1,0.6000000000000014,0.1999999999999318,2.6,172
572,9,24.0,82,20.8,1011.3,4.2,3.055,0.0,0.3000000000000007,4,0.6999999999999993,0.3999999999999773,2.4000000000000004,170
573,10,24.7,80,21.0,1011.9,4.3,186.1,0.0,0.8000000000000007,3,0.1999999999999993,0.6000000000000227,2.1,175
574,11,26.5,71,20.9,1012.1,7.4,791.6,0.0,1.900000000000002,9,0.5,0.20000000000004547,3.9,154
575,13,29.3,56,19.8,1012.2,9.0,1685.0,0.0,2.0,11,1.8999999999999984,0.1999999999999318,5.3,128
576,0,24.9,79,21.0,1010.6,2.8,-3.54,0.0,0.7000000000000028,2,0.5,0.5,2.4,101
577,23,26.1,79,22.2,1010.7,4.5,-3.54,0.0,0.1999999999999993,1,0.1999999999999993,0.6000000000000227,3.1,108
578,22,26.2,78,22.1,1010.1,5.8,-3.54,0.0,0.5999999999999979,4,0.4000000000000021,0.8000000000000682,4.199999999999998,96
579,21,26.7,74,21.7,1009.3,6.5,89.67,0.0,1.2999999999999972,8,0.8999999999999986,0.3999999999999773,4.0,99
580,20,27.9,66,20.9,1008.9,7.7,706.7,0.0,1.0,6,0.8000000000000007,0.2999999999999545,5.0,108
581,19,28.8,62,20.7,1008.7,9.5,1315.0,0.0,0.5999999999999979,4,1.0,0.1999999999999318,6.6,118
582,18,29.1,60,20.6,1008.7,10.5,1715.0,0.0,1.0,6,1.0,0.2999999999999545,5.8,108
583,17,29.7,55,19.6,1008.9,9.8,2024.0,0.0,0.6999999999999993,4,0.9000000000000021,0.8999999999999773,5.800000000000002,108
584,16,30.0,54,19.7,1009.8,9.8,1843.0,0.0,1.1999999999999993,5,1.6000000000000014,0.7000000000000455,5.300000000000002,103
585,15,29.9,54,19.5,1010.4,9.1,2178.0,0.0,1.1000000000000014,5,1.3000000000000007,0.3999999999999773,5.4,127
586,14,30.1,56,20.5,1010.8,8.2,2214.0,0.0,1.400000000000002,10,2.1999999999999997,0.6000000000000227,4.9,130
587,13,29.0,63,21.2,1011.4,7.9,1539.0,0.0,2.400000000000002,12,1.1999999999999993,0.40000000000009095,4.800000000000002,147
588,12,26.9,74,21.9,1011.7,7.5,1020.0,0.0,1.3999999999999986,7,0.7999999999999972,0.2999999999999545,4.5,151
589,11,25.6,81,22.0,1011.5,6.5,623.8,0.0,1.0,4,0.6000000000000014,0.7999999999999545,3.7,170
590,10,24.9,83,21.8,1010.7,5.2,221.2,0.0,1.5,6,0.3999999999999986,0.6000000000000227,3.2,173
591,9,23.4,88,21.4,1010.2,3.9,2.44,0.0,0.20000000000000284,1,0.3000000000000007,0.40000000000009095,2.2,173
592,8,23.5,89,21.6,1009.8,3.3,-3.08,0.0,0.3999999999999986,1,0.2999999999999972,0.1999999999999318,1.9,175
593,7,23.6,89,21.7,1009.6,2.8,-3.44,0.0,0.5,1,0.3999999999999986,0.20000000000004547,1.6999999999999995,168
594,6,23.4,90,21.6,1009.5,2.4,-3.2,0.0,0.3999999999999986,1,0.3000000000000007,0.20000000000004547,1.6,174
595,5,23.6,89,21.7,1009.7,2.0,-3.19,0.0,0.5,1,0.6000000000000014,0.3999999999999773,1.0,179
596,4,23.4,88,21.4,1010.0,1.4,-3.09,0.0,0.4000000000000021,2,0.5,0.3999999999999773,0.8999999999999999,179
597,3,23.6,87,21.4,1010.4,1.6,-3.43,0.0,0.5,2,0.3999999999999986,0.20000000000004547,1.2000000000000002,171
598,2,23.8,86,21.4,1010.5,1.4,-3.54,0.0,0.9000000000000021,4,0.2999999999999972,0.2999999999999545,0.8999999999999999,168
599,1,24.3,83,21.2,1010.8,2.0,-3.54,0.0,0.7999999999999972,4,0.5,0.2999999999999545,1.3,120
600,22,26.5,76,22.0,1010.8,6.2,-3.54,0.0,0.5,3,0.3000000000000007,0.6999999999999318,4.9,117
601,23,26.3,78,22.1,1011.5,3.6,-3.54,0.0,0.3000000000000007,2,0.3000000000000007,0.7000000000000455,2.6,133
602,0,26.0,81,22.5,1011.2,3.2,-3.54,0.0,0.3999999999999986,3,0.3000000000000007,0.5,2.0,109
603,1,25.9,81,22.5,1011.4,3.9,-3.54,0.0,0.1999999999999993,1,0.3000000000000007,0.2999999999999545,2.9,127
604,2,26.3,81,22.7,1011.3,4.4,-3.52,0.0,0.5,2,0.3000000000000007,0.10000000000002274,2.7,111
605,3,26.6,77,22.2,1011.0,6.0,-3.31,0.0,0.3000000000000007,4,0.5,0.2999999999999545,3.1,112
606,4,26.3,75,21.5,1010.6,7.5,-3.51,0.0,0.4000000000000021,3,0.6999999999999993,0.3999999999999773,4.9,122
607,5,25.8,78,21.8,1010.3,7.5,-3.44,0.0,0.6000000000000014,4,0.4000000000000021,0.3000000000000682,6.4,150
608,6,24.1,86,21.7,1010.1,3.3,-3.51,0.0,1.6999999999999993,8,0.1999999999999993,0.1999999999999318,1.7999999999999998,193
609,7,23.5,88,21.4,1010.4,2.3,-3.53,0.0,0.6000000000000014,2,0.3999999999999986,0.2999999999999545,1.4,171
610,8,23.8,86,21.2,1010.7,3.6,-3.54,0.0,0.3000000000000007,2,0.3999999999999986,0.3999999999999773,1.9,179
611,9,23.7,85,21.1,1011.0,3.9,2.274,0.0,0.10000000000000142,1,0.1999999999999993,0.2999999999999545,2.1,177
612,10,24.9,81,21.4,1011.7,3.7,219.2,0.0,1.1999999999999993,4,0.3999999999999986,0.6000000000000227,1.8000000000000005,177
613,11,26.8,70,20.9,1012.3,6.8,868.9,0.0,1.900000000000002,11,0.5999999999999979,0.5999999999999089,4.1,150
614,12,28.2,56,18.8,1012.5,9.2,1249.0,0.0,1.6000000000000014,15,2.599999999999998,0.20000000000004547,5.199999999999998,141
615,13,29.1,54,18.8,1012.4,10.4,1888.0,0.0,1.1999999999999993,5,1.3000000000000007,0.10000000000002274,6.300000000000002,128
616,14,30.3,53,19.6,1012.2,10.4,2144.0,0.0,1.599999999999998,6,1.5,0.2999999999999545,6.7,138
617,15,30.7,54,20.2,1011.6,9.9,2023.0,0.0,2.0,5,2.1999999999999997,0.6000000000000227,5.0,104
618,16,30.5,56,20.9,1010.9,11.1,2241.0,0.0,1.0,5,1.8999999999999984,0.8000000000000682,5.9,110
619,17,30.3,56,20.4,1010.2,11.4,2027.0,0.0,1.099999999999998,4,0.8999999999999986,0.7999999999999545,7.1000000000000005,109
620,18,29.2,61,21.1,1009.7,10.1,1729.0,0.0,1.1000000000000014,7,0.9000000000000021,0.5,5.9,112
621,19,29.0,61,20.7,1009.8,8.8,1316.0,0.0,0.6000000000000014,3,1.0,0.1999999999999318,5.300000000000002,110
622,20,28.1,65,21.0,1010.0,8.0,706.4,0.0,1.099999999999998,5,0.7000000000000028,0.20000000000004547,4.9,99
623,21,27.0,73,21.8,1010.1,6.6,86.16,0.0,1.1000000000000014,7,0.8000000000000007,0.20000000000004547,4.0,103
624,21,26.9,74,21.9,1010.6,7.5,88.84,0.0,1.3000000000000007,8,1.099999999999998,0.3000000000000682,5.4,101
625,23,26.5,80,22.7,1011.4,4.9,-3.53,0.0,0.4000000000000021,3,0.3999999999999986,0.3999999999999773,3.0000000000000004,115
626,0,25.5,81,22.0,1011.6,2.9,-3.53,0.0,0.8999999999999986,3,0.3000000000000007,0.10000000000002274,2.1,185
627,1,24.7,86,22.2,1011.9,1.8,-3.54,0.0,0.8000000000000007,5,0.4000000000000021,0.2999999999999545,1.5,165
628,2,26.4,80,22.7,1012.0,4.2,-2.36,0.0,1.6999999999999993,6,0.6999999999999993,0.10000000000002274,2.3000000000000003,115
629,3,26.6,77,22.2,1011.9,6.9,-2.58,0.0,0.20000000000000284,5,0.8000000000000007,0.10000000000002274,4.5,109
630,4,26.5,75,21.7,1011.5,6.8,-2.18,0.0,0.3000000000000007,3,0.5999999999999979,0.3999999999999773,4.4,117
631,5,26.1,75,21.3,1011.0,5.8,-2.78,0.0,0.3999999999999986,2,0.5,0.5,3.7,135
632,6,24.9,82,21.6,1010.7,5.5,-3.21,0.0,1.2000000000000028,7,0.3000000000000007,0.2999999999999545,4.3,167
633,7,24.6,82,21.3,1010.8,3.3,-3.38,0.0,0.3999999999999986,2,0.3999999999999986,0.1999999999999318,2.0,171
634,8,23.7,86,21.2,1011.2,3.2,-3.54,0.0,0.9000000000000021,4,0.10000000000000142,0.40000000000009095,2.1,188
635,9,23.6,86,21.2,1011.7,3.4,4.816,0.0,0.1999999999999993,1,0.2999999999999972,0.5,2.0,179
636,10,25.2,80,21.5,1012.1,4.4,267.9,0.0,1.599999999999998,6,0.4000000000000021,0.3999999999999773,2.4000000000000004,167
